account_id,customer_id,account_type,account_status,currency,open_date,close_date,branch_code,branch_city,current_balance,avg_monthly_balance_6m,credit_limit,credit_utilization_pct,overdraft_enabled,card_type,is_joint_account,num_linked_devices,mobile_banking_enrolled,last_login_date,avg_monthly_txn_count,account_tier,risk_rating
ACC_000019,CUST_00011,SAVINGS,ACTIVE,INR,2015-03-03,,BR127,Hyderabad,535121.00,539606.87,0.00,0.00,f,CLASSIC,f,1,t,2026-09-07,23,GOLD,LOW
ACC_000020,CUST_00011,SAVINGS,ACTIVE,INR,2015-03-03,,BR113,Hyderabad,394896.00,330975.75,0.00,0.00,t,GOLD,f,2,t,2026-08-25,23,SILVER,LOW
ACC_000021,CUST_00012,CURRENT,ACTIVE,INR,2024-05-16,,BR159,Delhi,805470.00,872794.25,0.00,0.00,f,CLASSIC,f,3,t,2026-09-10,20,SILVER,LOW
ACC_000022,CUST_00013,SALARY,ACTIVE,INR,2015-11-20,,BR113,Kolkata,610221.00,613445.67,0.00,0.00,t,GOLD,f,1,t,2026-09-05,10,GOLD,HIGH
ACC_000023,CUST_00014,SAVINGS,ACTIVE,INR,2016-11-22,,BR115,Chennai,497338.00,590477.63,0.00,0.00,f,GOLD,f,1,t,2026-08-24,10,GOLD,MEDIUM
ACC_000024,CUST_00014,SAVINGS,ACTIVE,INR,2016-11-22,,BR137,Chennai,901551.00,833875.93,0.00,0.00,f,CLASSIC,f,3,t,2026-09-18,22,GOLD,MEDIUM
ACC_000025,CUST_00015,SAVINGS,ACTIVE,INR,2017-04-05,,BR180,Gurugram,684521.00,634959.55,0.00,0.00,f,GOLD,f,3,t,2026-08-31,24,SILVER,MEDIUM
ACC_000026,CUST_00016,SALARY,ACTIVE,INR,2019-02-18,,BR196,Hyderabad,314103.00,289753.11,0.00,0.00,f,CLASSIC,f,2,t,2026-08-21,10,SILVER,MEDIUM
ACC_000027,CUST_00016,CURRENT,ACTIVE,INR,2019-02-18,,BR115,Hyderabad,268876.00,277258.93,0.00,0.00,f,GOLD,f,2,t,2026-09-02,19,SILVER,MEDIUM
ACC_000028,CUST_00017,NRE,ACTIVE,INR,2020-02-14,,BR194,Hyderabad,823951.00,979177.11,0.00,0.00,f,GOLD,f,3,t,2026-08-30,21,SILVER,LOW
ACC_000029,CUST_00017,CURRENT,ACTIVE,INR,2020-02-14,,BR114,Hyderabad,197762.00,196509.39,0.00,0.00,t,CLASSIC,f,1,t,2026-08-24,16,GOLD,LOW
ACC_000030,CUST_00018,SAVINGS,ACTIVE,INR,2018-05-02,,BR142,Delhi,483027.00,532554.92,0.00,0.00,f,GOLD,f,3,t,2026-09-15,19,SILVER,LOW
ACC_000031,CUST_00018,SAVINGS,ACTIVE,INR,2018-05-02,,BR112,Delhi,691817.00,644051.79,0.00,0.00,t,GOLD,f,1,t,2026-08-30,24,GOLD,LOW
ACC_000032,CUST_00019,SALARY,ACTIVE,INR,2016-07-28,,BR118,Chennai,315115.00,329806.64,0.00,0.00,t,GOLD,f,2,t,2026-09-19,29,GOLD,LOW
ACC_000033,CUST_00019,SAVINGS,ACTIVE,INR,2016-07-28,,BR115,Chennai,679034.00,680966.63,0.00,0.00,f,CLASSIC,f,1,t,2026-09-03,18,SILVER,LOW
ACC_000034,CUST_00020,NRE,ACTIVE,INR,2019-06-19,,BR132,Kolkata,91143.00,91586.30,0.00,0.00,f,CLASSIC,f,1,t,2026-09-17,13,GOLD,LOW
ACC_000035,CUST_00021,SAVINGS,ACTIVE,INR,2021-08-13,,BR138,Hyderabad,465312.00,543031.91,0.00,0.00,f,GOLD,f,3,t,2026-09-04,23,GOLD,LOW
ACC_000036,CUST_00022,NRE,ACTIVE,INR,2017-04-24,,BR163,Mumbai,484535.00,417497.53,0.00,0.00,f,GOLD,f,1,t,2026-08-29,27,SILVER,LOW
ACC_000037,CUST_00022,SAVINGS,ACTIVE,INR,2017-04-24,,BR164,Mumbai,687694.00,816235.83,0.00,0.00,f,CLASSIC,f,2,t,2026-09-10,26,SILVER,LOW
ACC_000038,CUST_00023,SAVINGS,ACTIVE,INR,2024-10-27,,BR196,Delhi,163688.00,177031.49,0.00,0.00,f,GOLD,f,3,t,2026-09-19,32,GOLD,LOW
ACC_000039,CUST_00023,CURRENT,ACTIVE,INR,2024-10-27,,BR180,Delhi,312198.00,305307.02,0.00,0.00,t,CLASSIC,f,3,t,2026-09-08,19,SILVER,LOW
ACC_000040,CUST_00024,NRE,ACTIVE,INR,2021-04-03,,BR128,Chennai,354213.00,312240.06,0.00,0.00,f,GOLD,f,1,t,2026-08-25,17,SILVER,LOW
ACC_000041,CUST_00025,SALARY,ACTIVE,INR,2017-11-05,,BR141,Kolkata,878713.00,1012785.10,0.00,0.00,f,GOLD,f,2,t,2026-09-19,16,GOLD,HIGH
ACC_000042,CUST_00026,NRE,ACTIVE,INR,2024-12-17,,BR100,Kolkata,64420.00,74302.52,0.00,0.00,f,GOLD,f,1,t,2026-08-22,16,GOLD,HIGH
ACC_000043,CUST_00026,NRE,ACTIVE,INR,2024-12-17,,BR170,Kolkata,797678.00,850543.79,0.00,0.00,f,GOLD,f,2,t,2026-09-06,22,SILVER,HIGH
ACC_000044,CUST_00027,SALARY,ACTIVE,INR,2016-11-17,,BR184,Kolkata,325418.00,294447.96,0.00,0.00,f,CLASSIC,f,2,t,2026-09-19,13,GOLD,LOW
ACC_000045,CUST_00028,NRE,ACTIVE,INR,2017-06-21,,BR172,Pune,64939.00,74532.31,0.00,0.00,f,CLASSIC,f,2,t,2026-09-01,22,SILVER,LOW
ACC_000046,CUST_00028,SALARY,ACTIVE,INR,2017-06-21,,BR111,Pune,537017.00,609794.32,0.00,0.00,f,CLASSIC,f,1,t,2026-08-28,20,GOLD,LOW
ACC_000047,CUST_00029,SALARY,ACTIVE,INR,2015-10-17,,BR181,Delhi,782309.00,834342.54,0.00,0.00,f,CLASSIC,f,1,t,2026-09-10,17,SILVER,HIGH
ACC_000048,CUST_00029,SALARY,ACTIVE,INR,2015-10-17,,BR154,Delhi,528736.00,506005.80,0.00,0.00,f,GOLD,f,2,t,2026-09-05,8,SILVER,HIGH
ACC_000049,CUST_00030,SAVINGS,ACTIVE,INR,2022-08-14,,BR192,Chennai,760358.00,889270.20,0.00,0.00,f,GOLD,f,2,t,2026-09-03,29,GOLD,LOW
ACC_000050,CUST_00030,SAVINGS,ACTIVE,INR,2022-08-14,,BR147,Chennai,554092.00,623438.98,0.00,0.00,f,CLASSIC,f,2,t,2026-09-07,22,SILVER,LOW
ACC_000051,CUST_00031,SALARY,ACTIVE,INR,2016-04-26,,BR137,Delhi,338164.00,368422.47,0.00,0.00,f,GOLD,f,2,t,2026-09-06,15,GOLD,LOW
ACC_000052,CUST_00032,CURRENT,ACTIVE,INR,2024-05-24,,BR178,Mumbai,100676.00,100077.17,0.00,0.00,f,GOLD,f,1,t,2026-09-09,29,GOLD,MEDIUM
ACC_000053,CUST_00033,CURRENT,ACTIVE,INR,2016-11-04,,BR173,Delhi,259561.00,284924.01,0.00,0.00,f,CLASSIC,f,1,t,2026-08-26,30,GOLD,LOW
ACC_000054,CUST_00034,CURRENT,ACTIVE,INR,2021-11-03,,BR115,Bengaluru,444493.00,381253.48,0.00,0.00,f,CLASSIC,f,3,t,2026-09-18,29,GOLD,LOW
ACC_000055,CUST_00034,SAVINGS,ACTIVE,INR,2021-11-03,,BR102,Bengaluru,557294.00,608095.33,0.00,0.00,f,CLASSIC,f,2,t,2026-09-15,31,GOLD,LOW
ACC_000056,CUST_00035,SAVINGS,ACTIVE,INR,2021-09-23,,BR191,Mumbai,526525.00,463662.69,0.00,0.00,f,GOLD,f,3,t,2026-09-13,18,GOLD,LOW
ACC_000057,CUST_00036,NRE,ACTIVE,INR,2019-01-26,,BR123,Kolkata,571277.00,555758.24,0.00,0.00,f,CLASSIC,f,3,t,2026-08-29,30,SILVER,MEDIUM
ACC_000058,CUST_00036,SALARY,ACTIVE,INR,2019-01-26,,BR196,Kolkata,769908.00,881548.50,0.00,0.00,f,CLASSIC,f,2,t,2026-09-16,25,SILVER,MEDIUM
ACC_000059,CUST_00037,SALARY,ACTIVE,INR,2021-08-24,,BR129,Delhi,231269.00,230937.05,0.00,0.00,f,CLASSIC,f,2,t,2026-09-03,10,SILVER,LOW
ACC_000060,CUST_00038,SALARY,ACTIVE,INR,2016-11-27,,BR134,Mumbai,475099.00,498127.75,0.00,0.00,t,CLASSIC,f,1,t,2026-09-06,16,GOLD,HIGH
ACC_000061,CUST_00038,SALARY,ACTIVE,INR,2016-11-27,,BR116,Mumbai,819957.00,748157.40,0.00,0.00,f,GOLD,f,2,t,2026-09-12,14,GOLD,HIGH
ACC_000062,CUST_00039,CURRENT,ACTIVE,INR,2022-04-03,,BR117,Pune,659577.00,719108.49,0.00,0.00,f,GOLD,f,2,t,2026-09-12,27,GOLD,LOW
ACC_000063,CUST_00039,SALARY,ACTIVE,INR,2022-04-03,,BR170,Pune,673811.00,775494.04,0.00,0.00,f,GOLD,f,2,t,2026-08-27,22,GOLD,LOW
ACC_000064,CUST_00040,SALARY,ACTIVE,INR,2018-03-17,,BR167,Bengaluru,27561.00,32589.74,0.00,0.00,f,GOLD,f,1,t,2026-08-26,23,GOLD,LOW
ACC_000065,CUST_00041,CURRENT,ACTIVE,INR,2015-12-18,,BR166,Bengaluru,514345.00,501475.30,0.00,0.00,f,CLASSIC,f,1,t,2026-08-30,11,GOLD,MEDIUM
ACC_000066,CUST_00041,CURRENT,ACTIVE,INR,2015-12-18,,BR198,Bengaluru,219681.00,249998.54,0.00,0.00,f,GOLD,f,2,t,2026-09-18,12,GOLD,MEDIUM
ACC_000067,CUST_00042,SALARY,ACTIVE,INR,2021-11-27,,BR165,Mumbai,254742.00,205531.00,0.00,0.00,f,CLASSIC,f,1,t,2026-09-18,12,GOLD,LOW
ACC_000068,CUST_00042,NRE,ACTIVE,INR,2021-11-27,,BR170,Mumbai,267205.00,286600.86,0.00,0.00,t,GOLD,f,3,t,2026-08-22,18,GOLD,LOW
ACC_000069,CUST_00043,SAVINGS,ACTIVE,INR,2021-01-24,,BR130,Gurugram,276259.00,321111.38,0.00,0.00,f,GOLD,f,2,t,2026-08-30,10,GOLD,LOW
ACC_000070,CUST_00043,SALARY,ACTIVE,INR,2021-01-24,,BR170,Gurugram,366886.00,421807.40,0.00,0.00,t,CLASSIC,f,1,t,2026-08-22,18,GOLD,LOW
ACC_000071,CUST_00044,CURRENT,ACTIVE,INR,2021-05-10,,BR104,Hyderabad,611467.00,710903.84,0.00,0.00,f,CLASSIC,f,1,t,2026-09-19,14,SILVER,LOW
ACC_000072,CUST_00044,SAVINGS,ACTIVE,INR,2021-05-10,,BR146,Hyderabad,385367.00,352470.83,0.00,0.00,f,GOLD,f,1,t,2026-08-31,24,SILVER,LOW
ACC_000073,CUST_00045,SALARY,ACTIVE,INR,2019-11-11,,BR100,Delhi,386969.00,461724.07,0.00,0.00,f,CLASSIC,f,3,t,2026-09-14,17,GOLD,HIGH
ACC_000074,CUST_00045,CURRENT,ACTIVE,INR,2019-11-11,,BR108,Delhi,722099.00,809244.50,0.00,0.00,f,CLASSIC,f,3,t,2026-08-22,15,SILVER,HIGH
ACC_000075,CUST_00046,SALARY,ACTIVE,INR,2017-08-15,,BR194,Kolkata,859518.00,991222.98,0.00,0.00,f,GOLD,f,1,t,2026-08-25,23,SILVER,LOW
ACC_000076,CUST_00047,SAVINGS,ACTIVE,INR,2017-09-04,,BR178,Kolkata,10302.00,9100.32,0.00,0.00,f,CLASSIC,f,2,t,2026-08-27,14,SILVER,LOW
ACC_000077,CUST_00047,CURRENT,ACTIVE,INR,2017-09-04,,BR196,Kolkata,818430.00,822743.03,0.00,0.00,f,GOLD,f,2,t,2026-09-01,10,GOLD,LOW
ACC_000078,CUST_00048,CURRENT,ACTIVE,INR,2023-12-16,,BR171,Mumbai,170589.00,203156.13,0.00,0.00,f,CLASSIC,f,1,t,2026-09-09,22,GOLD,MEDIUM
ACC_000079,CUST_00049,SALARY,ACTIVE,INR,2023-03-12,,BR123,Kolkata,195416.00,226111.74,0.00,0.00,f,CLASSIC,f,3,t,2026-08-29,27,GOLD,LOW
ACC_000080,CUST_00050,CURRENT,ACTIVE,INR,2017-01-09,,BR156,Bengaluru,139699.00,126948.28,0.00,0.00,t,CLASSIC,f,1,t,2026-09-17,14,GOLD,HIGH
ACC_000081,CUST_00051,SAVINGS,ACTIVE,INR,2016-01-14,,BR132,Pune,543902.00,473937.39,0.00,0.00,t,CLASSIC,f,3,t,2026-08-29,29,GOLD,LOW
ACC_000082,CUST_00052,SAVINGS,ACTIVE,INR,2019-04-06,,BR180,Kolkata,76800.00,80747.72,0.00,0.00,t,GOLD,f,1,t,2026-09-19,24,SILVER,LOW
ACC_000083,CUST_00053,SAVINGS,ACTIVE,INR,2023-04-18,,BR177,Hyderabad,501686.00,467632.75,0.00,0.00,f,GOLD,f,2,t,2026-09-19,26,SILVER,MEDIUM
ACC_000084,CUST_00054,CURRENT,ACTIVE,INR,2022-09-16,,BR165,Bengaluru,258017.00,206905.29,0.00,0.00,f,CLASSIC,f,3,t,2026-09-03,23,GOLD,LOW
ACC_000085,CUST_00055,SALARY,ACTIVE,INR,2015-02-07,,BR105,Hyderabad,882278.00,771690.99,0.00,0.00,f,CLASSIC,f,2,t,2026-09-08,16,SILVER,LOW
ACC_000086,CUST_00055,NRE,ACTIVE,INR,2015-02-07,,BR140,Hyderabad,902630.00,760595.10,0.00,0.00,f,GOLD,f,3,t,2026-08-23,12,SILVER,LOW
ACC_000087,CUST_00056,NRE,ACTIVE,INR,2015-02-26,,BR197,Gurugram,95400.00,102346.95,0.00,0.00,t,GOLD,f,2,t,2026-08-25,18,SILVER,MEDIUM
ACC_000088,CUST_00057,CURRENT,ACTIVE,INR,2019-04-08,,BR154,Kolkata,474584.00,396796.89,0.00,0.00,f,CLASSIC,f,2,t,2026-08-25,12,SILVER,MEDIUM
ACC_000089,CUST_00057,SALARY,ACTIVE,INR,2019-04-08,,BR141,Kolkata,808073.00,752151.79,0.00,0.00,f,GOLD,f,2,t,2026-08-24,31,SILVER,MEDIUM
ACC_000090,CUST_00058,CURRENT,ACTIVE,INR,2016-10-07,,BR164,Bengaluru,150918.00,157045.75,0.00,0.00,t,CLASSIC,f,1,t,2026-08-31,8,SILVER,LOW
ACC_000091,CUST_00059,SAVINGS,ACTIVE,INR,2016-12-06,,BR173,Mumbai,674423.00,612380.08,0.00,0.00,t,CLASSIC,f,2,t,2026-09-13,30,SILVER,HIGH
ACC_000092,CUST_00059,SALARY,ACTIVE,INR,2016-12-06,,BR170,Mumbai,769789.00,779445.40,0.00,0.00,f,GOLD,f,3,t,2026-08-27,21,SILVER,HIGH
ACC_000093,CUST_00060,CURRENT,ACTIVE,INR,2022-02-09,,BR115,Kolkata,406477.00,343696.43,0.00,0.00,f,CLASSIC,f,2,t,2026-09-05,21,GOLD,LOW
ACC_000094,CUST_00061,CURRENT,ACTIVE,INR,2015-03-02,,BR100,Bengaluru,482517.00,572658.00,0.00,0.00,f,GOLD,f,1,t,2026-09-05,22,SILVER,HIGH
ACC_000095,CUST_00061,SAVINGS,ACTIVE,INR,2015-03-02,,BR193,Bengaluru,28727.00,31914.31,0.00,0.00,f,GOLD,f,3,t,2026-08-28,30,SILVER,HIGH
ACC_000096,CUST_00062,SALARY,ACTIVE,INR,2023-10-14,,BR147,Mumbai,457319.00,500956.51,0.00,0.00,t,CLASSIC,f,3,t,2026-08-22,23,GOLD,MEDIUM
ACC_000097,CUST_00063,SALARY,ACTIVE,INR,2021-06-05,,BR194,Delhi,134986.00,146046.23,0.00,0.00,f,GOLD,f,2,t,2026-09-03,11,SILVER,LOW
ACC_000098,CUST_00063,SAVINGS,ACTIVE,INR,2021-06-05,,BR191,Delhi,213505.00,210942.83,0.00,0.00,f,GOLD,f,3,t,2026-08-25,20,SILVER,LOW
ACC_000099,CUST_00064,SAVINGS,ACTIVE,INR,2021-09-21,,BR162,Mumbai,487984.00,499216.26,0.00,0.00,f,GOLD,f,1,t,2026-09-04,17,SILVER,LOW
ACC_000100,CUST_00064,SALARY,ACTIVE,INR,2021-09-21,,BR127,Mumbai,819449.00,933838.64,0.00,0.00,t,CLASSIC,f,1,t,2026-09-16,24,SILVER,LOW
ACC_000101,CUST_00065,NRE,ACTIVE,INR,2024-02-13,,BR112,Pune,508961.00,432627.30,0.00,0.00,f,CLASSIC,f,1,t,2026-09-11,17,GOLD,LOW
ACC_000102,CUST_00066,CURRENT,ACTIVE,INR,2020-08-13,,BR109,Bengaluru,878199.00,827236.36,0.00,0.00,t,GOLD,f,1,t,2026-08-28,31,SILVER,LOW
ACC_000103,CUST_00067,NRE,ACTIVE,INR,2021-10-24,,BR152,Bengaluru,192015.00,155156.33,0.00,0.00,t,GOLD,f,3,t,2026-09-14,25,SILVER,LOW
ACC_000104,CUST_00068,SALARY,ACTIVE,INR,2021-09-06,,BR126,Kolkata,28739.00,33374.34,0.00,0.00,f,GOLD,f,1,t,2026-08-21,31,GOLD,LOW
ACC_000105,CUST_00069,SAVINGS,ACTIVE,INR,2018-12-25,,BR176,Mumbai,243774.00,201363.65,0.00,0.00,f,CLASSIC,f,2,t,2026-09-16,20,GOLD,LOW
ACC_000106,CUST_00070,SAVINGS,ACTIVE,INR,2017-08-06,,BR120,Gurugram,231646.00,185477.57,0.00,0.00,f,CLASSIC,f,3,t,2026-09-12,8,SILVER,LOW
ACC_000107,CUST_00070,NRE,ACTIVE,INR,2017-08-06,,BR175,Gurugram,467765.00,400500.12,0.00,0.00,f,GOLD,f,2,t,2026-08-23,21,SILVER,LOW
ACC_000108,CUST_00071,CURRENT,ACTIVE,INR,2015-10-03,,BR132,Kolkata,114424.00,118795.52,0.00,0.00,f,CLASSIC,f,2,t,2026-09-11,9,SILVER,MEDIUM
ACC_000109,CUST_00072,CURRENT,ACTIVE,INR,2019-03-09,,BR140,Mumbai,716291.00,676816.06,0.00,0.00,f,GOLD,f,2,t,2026-09-17,20,SILVER,LOW
ACC_000110,CUST_00072,CURRENT,ACTIVE,INR,2019-03-09,,BR193,Mumbai,41094.00,39471.42,0.00,0.00,f,GOLD,f,1,t,2026-09-06,24,GOLD,LOW
ACC_000111,CUST_00073,SAVINGS,ACTIVE,INR,2023-06-18,,BR130,Kolkata,421110.00,479217.33,0.00,0.00,t,GOLD,f,2,t,2026-09-12,16,GOLD,MEDIUM
ACC_000112,CUST_00074,SALARY,ACTIVE,INR,2017-10-19,,BR119,Hyderabad,276315.00,291645.40,0.00,0.00,f,GOLD,f,3,t,2026-08-28,8,GOLD,LOW
ACC_000113,CUST_00075,SAVINGS,ACTIVE,INR,2016-03-23,,BR190,Hyderabad,761877.00,905676.90,0.00,0.00,f,CLASSIC,f,3,t,2026-08-29,8,GOLD,MEDIUM
ACC_000114,CUST_00076,SAVINGS,ACTIVE,INR,2018-01-19,,BR197,Mumbai,869780.00,835085.55,0.00,0.00,t,CLASSIC,f,2,t,2026-09-09,11,SILVER,LOW
ACC_000115,CUST_00077,SAVINGS,ACTIVE,INR,2019-08-09,,BR175,Kolkata,750815.00,738185.74,0.00,0.00,t,CLASSIC,f,1,t,2026-08-21,16,SILVER,LOW
ACC_000116,CUST_00077,NRE,ACTIVE,INR,2019-08-09,,BR142,Kolkata,469706.00,444185.63,0.00,0.00,f,GOLD,f,2,t,2026-09-16,22,GOLD,LOW
ACC_000117,CUST_00078,SAVINGS,ACTIVE,INR,2018-02-04,,BR114,Bengaluru,356941.00,413277.63,0.00,0.00,f,CLASSIC,f,3,t,2026-08-27,8,GOLD,LOW
ACC_000118,CUST_00078,CURRENT,ACTIVE,INR,2018-02-04,,BR139,Bengaluru,293715.00,301829.45,0.00,0.00,f,CLASSIC,f,3,t,2026-09-11,14,SILVER,LOW
ACC_000119,CUST_00079,NRE,ACTIVE,INR,2016-09-15,,BR166,Pune,188614.00,195713.66,0.00,0.00,f,CLASSIC,f,3,t,2026-09-03,20,SILVER,MEDIUM
ACC_000120,CUST_00080,SALARY,ACTIVE,INR,2021-05-24,,BR162,Pune,59336.00,56823.32,0.00,0.00,f,GOLD,f,3,t,2026-09-17,20,SILVER,LOW
ACC_000121,CUST_00080,SAVINGS,ACTIVE,INR,2021-05-24,,BR183,Pune,800077.00,772809.78,0.00,0.00,f,CLASSIC,f,2,t,2026-09-10,31,SILVER,LOW
ACC_000122,CUST_00081,CURRENT,ACTIVE,INR,2023-11-14,,BR191,Kolkata,735340.00,879910.49,0.00,0.00,f,GOLD,f,3,t,2026-09-16,15,GOLD,MEDIUM
ACC_000123,CUST_00082,CURRENT,ACTIVE,INR,2015-02-28,,BR107,Kolkata,901564.00,796106.18,0.00,0.00,f,GOLD,f,2,t,2026-09-04,11,GOLD,LOW
ACC_000124,CUST_00082,NRE,ACTIVE,INR,2015-02-28,,BR114,Kolkata,517461.00,570453.65,0.00,0.00,f,GOLD,f,3,t,2026-09-19,10,GOLD,LOW
ACC_000125,CUST_00083,NRE,ACTIVE,INR,2024-07-20,,BR191,Bengaluru,460868.00,510898.24,0.00,0.00,f,CLASSIC,f,2,t,2026-08-27,23,GOLD,LOW
ACC_000126,CUST_00084,CURRENT,ACTIVE,INR,2022-09-19,,BR188,Pune,769883.00,888170.80,0.00,0.00,t,GOLD,f,2,t,2026-08-25,10,SILVER,LOW
ACC_000127,CUST_00085,SAVINGS,ACTIVE,INR,2015-02-24,,BR104,Mumbai,788169.00,746468.43,0.00,0.00,f,GOLD,f,1,t,2026-09-12,26,GOLD,MEDIUM
ACC_000128,CUST_00086,NRE,ACTIVE,INR,2019-11-22,,BR109,Delhi,246430.00,291813.58,0.00,0.00,f,GOLD,f,3,t,2026-08-31,9,SILVER,LOW
ACC_000129,CUST_00087,CURRENT,ACTIVE,INR,2018-09-27,,BR191,Bengaluru,123604.00,144508.09,0.00,0.00,f,GOLD,f,3,t,2026-09-12,29,SILVER,LOW
ACC_000130,CUST_00088,SALARY,ACTIVE,INR,2017-01-03,,BR125,Bengaluru,798514.00,803567.63,0.00,0.00,f,CLASSIC,f,3,t,2026-09-05,20,GOLD,LOW
ACC_000131,CUST_00088,CURRENT,ACTIVE,INR,2017-01-03,,BR150,Bengaluru,500618.00,463320.76,0.00,0.00,f,CLASSIC,f,1,t,2026-08-28,28,SILVER,LOW
ACC_000132,CUST_00089,SAVINGS,ACTIVE,INR,2024-08-24,,BR168,Mumbai,613106.00,581332.82,0.00,0.00,f,CLASSIC,f,2,t,2026-09-10,29,SILVER,MEDIUM
ACC_000133,CUST_00090,CURRENT,ACTIVE,INR,2024-06-24,,BR156,Delhi,313293.00,357987.69,0.00,0.00,f,GOLD,f,3,t,2026-08-27,19,SILVER,MEDIUM
ACC_000134,CUST_00090,SAVINGS,ACTIVE,INR,2024-06-24,,BR110,Delhi,550916.00,563338.03,0.00,0.00,f,CLASSIC,f,1,t,2026-08-25,8,GOLD,MEDIUM
ACC_000135,CUST_00091,SAVINGS,ACTIVE,INR,2021-09-22,,BR116,Chennai,197245.00,209697.77,0.00,0.00,f,GOLD,f,3,t,2026-08-27,14,GOLD,LOW
ACC_000136,CUST_00091,NRE,ACTIVE,INR,2021-09-22,,BR157,Chennai,669359.00,767693.42,0.00,0.00,f,GOLD,f,3,t,2026-09-13,25,SILVER,LOW
ACC_000137,CUST_00092,SALARY,ACTIVE,INR,2017-07-05,,BR182,Mumbai,402304.00,350155.97,0.00,0.00,f,GOLD,f,3,t,2026-09-12,32,SILVER,MEDIUM
ACC_000138,CUST_00092,SAVINGS,ACTIVE,INR,2017-07-05,,BR142,Mumbai,777929.00,723837.85,0.00,0.00,t,GOLD,f,2,t,2026-09-13,21,SILVER,MEDIUM
ACC_000139,CUST_00093,NRE,ACTIVE,INR,2023-03-01,,BR195,Gurugram,825696.00,695234.56,0.00,0.00,f,CLASSIC,f,1,t,2026-09-19,12,SILVER,LOW
